"DI","PY","AU","TI","SO","AB","DT","CT","DE","TC","SC"
"10.3390/rs14081850",2022,"GUO H;BAI H;YUAN Y;QIN W;MONTH = J","FULLY DEFORMABLE CONVOLUTIONAL NETWORK FOR SHIP DETECTION IN REMOTE SENSING IMAGERY","REMOTE SENSING","IN HIGH SPATIAL RESOLUTION REMOTE SENSING IMAGERY (HRSI), SHIP DETECTION PLAYS A FUNDAMENTAL ROLE IN A WIDE VARIETY OF APPLICATIONS. DESPITE THE REMARKABLE PROGRESS MADE BY MANY METHODS, SHIP DETECTION REMAINS CHALLENGING DUE TO THE DENSE DISTRIBUTION, THE COMPLEX BACKGROUND, AND THE HUGE DIFFERENCES IN SCALE AND ORIENTATION OF SHIPS. TO ADDRESS THE ABOVE PROBLEMS, A NOVEL, FULLY DEFORMABLE CONVOLUTIONAL NETWORK (FD-NET) IS PROPOSED FOR DENSE AND MULTIPLE-SCALE SHIP DETECTION IN HRSI, WHICH COULD EFFECTIVELY EXTRACT FEATURES AT VARIABLE SCALES, ORIENTATIONS AND ASPECT RATIOS BY INTEGRATING DEFORMABLE CONVOLUTION INTO THE ENTIRE NETWORK STRUCTURE. IN ORDER TO BOOST MORE ACCURATE SPATIAL AND SEMANTIC INFORMATION FLOW IN THE NETWORK, AN ENHANCED FEATURE PYRAMID NETWORK (EFPN) IS DESIGNED BASED ON DEFORMABLE CONVOLUTION CONSTRUCTING BOTTOM-UP FEATURE MAPS. ADDITIONALLY, IN CONSIDERING OF THE FEATURE LEVEL IMBALANCE IN FEATURE FUSION, AN ADAPTIVE BALANCED FEATURE INTEGRATED (ABFI) MODULE IS CONNECTED AFTER EFPN TO MODEL THE SCALE-SENSITIVE DEPENDENCE AMONG FEATURE MAPS AND HIGHLIGHT THE VALUABLE FEATURES. TO FURTHER ENHANCE THE GENERALIZATION ABILITY OF FD-NET, EXTRA DATA AUGMENTATION AND TRAINING METHODS ARE JOINTLY DESIGNED FOR MODEL TRAINING. EXTENSIVE EXPERIMENTS ARE CONDUCTED ON TWO PUBLIC REMOTE SENSING DATASETS, DIOR AND DOTA, WHICH THEN STRONGLY PROVE THE EFFECTIVENESS OF OUR METHOD IN REMOTE SENSING FIELD.",NA,NA,NA,0,NA
"10.3390/rs14092177",2022,"HE B;ZHANG Q;TONG M;HE C","ORIENTED SHIP DETECTOR FOR REMOTE SENSING IMAGERY BASED ON PAIRWISE BRANCH DETECTION HEAD AND SAR FEATURE ENHANCEMENT","REMOTE SENSING","RECENTLY, OBJECT DETECTION IN NATURAL IMAGES HAS MADE A BREAKTHROUGH, BUT IT IS STILL CHALLENGING IN ORIENTED SHIP DETECTION FOR REMOTE SENSING IMAGERY. CONSIDERING SOME LIMITATIONS IN THIS TASK, SUCH AS UNCERTAIN SHIP ORIENTATION, UNSPECIFIC FEATURES FOR LOCATING AND CLASSIFICATION IN THE COMPLEX OPTICAL ENVIRONMENT, AND MULTIPLICATIVE SPECKLE INTERFERENCE OF SYNTHETIC APERTURE RADAR (SAR), WE PROPOSE AN ORIENTED SHIP DETECTOR BASED ON THE PAIRWISE BRANCH DETECTION HEAD AND ADAPTIVE SAR FEATURE ENHANCEMENT. THE DETAILS ARE AS FOLLOWS: (1) FIRSTLY, THE SHIPS WITH ARBITRARY DIRECTIONS ARE DESCRIBED WITH A ROTATED GROUND TRUTH, AND AN ORIENTED REGION PROPOSAL NETWORK (ORPN) IS DESIGNED TO STUDY THE TRANSFORMATION FROM THE HORIZONTAL REGION OF INTEREST TO THE ROTATED REGION OF INTEREST. THE ORPN EFFECTIVELY IMPROVED THE QUALITY OF THE CANDIDATE AREA WHILE ONLY INTRODUCING A FEW PARAMETERS. (2) IN VIEW OF THE EXISTING ALGORITHMS THAT TEND TO PERFORM CLASSIFICATION AND REGRESSION PREDICTION ON THE SAME OUTPUT FEATURE, THIS PAPER PROPOSES A PAIRWISE DETECTION HEAD (PBH) TO DESIGN PARALLEL BRANCHES TO DECOUPLE CLASSIFICATION AND LOCATING TASKS, SO THAT EACH BRANCH CAN LEARN MORE TASK-SPECIFIC FEATURES. (3) INSPIRED BY THE RATIO-OF-AVERAGE DETECTOR IN TRADITIONAL SAR IMAGE PROCESSING, THE SAR EDGE ENHANCEMENT (SEE) MODULE IS PROPOSED, WHICH ADAPTIVELY ENHANCES EDGE PIXELS, AND THE THRESHOLD OF THE EDGE IS LEARNED BY THE CHANNEL-SHARED ADAPTIVE THRESHOLDS BLOCK. EXPERIMENTS WERE CARRIED OUT ON BOTH OPTICAL AND SAR DATASETS. IN THE OPTICAL DATASET, PBH COMBINED WITH ORPN IMPROVED RECALL BY 5.03%, AND IN THE SAR DATASET, THE OVERALL METHOD ACHIEVED A MAXIMUM F1 SCORE IMPROVEMENT OF 6.07%; THESE RESULTS IMPLY THE VALIDITY OF OUR METHOD.","ARTICLE",NA,"SHIP DETECTION; DEEP LEARNING; REMOTE SENSING IMAGERY; SAR FEATURE ENHANCEMENT; PAIRWISE HEAD",12,"ENVIRONMENTAL SCIENCES & ECOLOGY; GEOLOGY; REMOTE SENSING; IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
"10.3390/rs14092177",2022,"HE B;ZHANG Q;TONG M;HE C","ORIENTED SHIP DETECTOR FOR REMOTE SENSING IMAGERY BASED ON PAIRWISE BRANCH DETECTION HEAD AND SAR FEATURE ENHANCEMENT","REMOTE SENSING","RECENTLY, OBJECT DETECTION IN NATURAL IMAGES HAS MADE A BREAKTHROUGH, BUT IT IS STILL CHALLENGING IN ORIENTED SHIP DETECTION FOR REMOTE SENSING IMAGERY. CONSIDERING SOME LIMITATIONS IN THIS TASK, SUCH AS UNCERTAIN SHIP ORIENTATION, UNSPECIFIC FEATURES FOR LOCATING AND CLASSIFICATION IN THE COMPLEX OPTICAL ENVIRONMENT, AND MULTIPLICATIVE SPECKLE INTERFERENCE OF SYNTHETIC APERTURE RADAR (SAR), WE PROPOSE AN ORIENTED SHIP DETECTOR BASED ON THE PAIRWISE BRANCH DETECTION HEAD AND ADAPTIVE SAR FEATURE ENHANCEMENT. THE DETAILS ARE AS FOLLOWS: (1) FIRSTLY, THE SHIPS WITH ARBITRARY DIRECTIONS ARE DESCRIBED WITH A ROTATED GROUND TRUTH, AND AN ORIENTED REGION PROPOSAL NETWORK (ORPN) IS DESIGNED TO STUDY THE TRANSFORMATION FROM THE HORIZONTAL REGION OF INTEREST TO THE ROTATED REGION OF INTEREST. THE ORPN EFFECTIVELY IMPROVED THE QUALITY OF THE CANDIDATE AREA WHILE ONLY INTRODUCING A FEW PARAMETERS. (2) IN VIEW OF THE EXISTING ALGORITHMS THAT TEND TO PERFORM CLASSIFICATION AND REGRESSION PREDICTION ON THE SAME OUTPUT FEATURE, THIS PAPER PROPOSES A PAIRWISE DETECTION HEAD (PBH) TO DESIGN PARALLEL BRANCHES TO DECOUPLE CLASSIFICATION AND LOCATING TASKS, SO THAT EACH BRANCH CAN LEARN MORE TASK-SPECIFIC FEATURES. (3) INSPIRED BY THE RATIO-OF-AVERAGE DETECTOR IN TRADITIONAL SAR IMAGE PROCESSING, THE SAR EDGE ENHANCEMENT (SEE) MODULE IS PROPOSED, WHICH ADAPTIVELY ENHANCES EDGE PIXELS, AND THE THRESHOLD OF THE EDGE IS LEARNED BY THE CHANNEL-SHARED ADAPTIVE THRESHOLDS BLOCK. EXPERIMENTS WERE CARRIED OUT ON BOTH OPTICAL AND SAR DATASETS. IN THE OPTICAL DATASET, PBH COMBINED WITH ORPN IMPROVED RECALL BY 5.03%, AND IN THE SAR DATASET, THE OVERALL METHOD ACHIEVED A MAXIMUM F1 SCORE IMPROVEMENT OF 6.07%; THESE RESULTS IMPLY THE VALIDITY OF OUR METHOD. © 2022 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.","ARTICLE",NA,"DEEP LEARNING; PAIRWISE HEAD; REMOTE SENSING IMAGERY; SAR FEATURE ENHANCEMENT; SHIP DETECTION",13,NA
"10.3390/rs14153530",2022,"XIE X;LI L;AN Z;LU G;ZHOU Z;MONTH = J","SMALL SHIP DETECTION BASED ON HYBRID ANCHOR STRUCTURE AND FEATURE SUPER-RESOLUTION","REMOTE SENSING","SMALL SHIPS IN REMOTE SENSING IMAGES HAVE BLURRED DETAILS AND ARE DIFFICULT TO DETECT. EXISTING ALGORITHMS USUALLY DETECT SMALL SHIPS BASED ON PREDEFINED ANCHORS WITH DIFFERENT SIZES. HOWEVER, LIMITED BY THE NUMBER OF DIFFERENT SIZES, IT IS DIFFICULT FOR ANCHOR-BASED METHODS TO MATCH SMALL SHIPS OF DIFFERENT SIZES AND STRUCTURES DURING TRAINING, AS THEY CAN EASILY CAUSE MISDETECTIONS. IN THIS PAPER, WE PROPOSE A HYBRID ANCHOR STRUCTURE TO GENERATE REGION PROPOSALS FOR SMALL SHIPS, SO AS TO TAKE FULL ADVANTAGE OF BOTH ANCHOR-BASED METHODS WITH HIGH LOCALIZATION ACCURACY AND ANCHOR-FREE METHODS WITH FEWER MISDETECTIONS. TO UNIFY THE OUTPUT EVALUATION AND OBTAIN THE BEST OUTPUT, A LABEL REASSIGNMENT STRATEGY IS PROPOSED, WHICH REASSIGNS THE SAMPLE LABELS ACCORDING TO THE HARMONIC INTERSECTION-OVER-UNION (IOU) BEFORE AND AFTER REGRESSION. IN ADDITION, AN ADAPTIVE FEATURE PYRAMID STRUCTURE IS PROPOSED TO ENHANCE THE FEATURES OF IMPORTANT LOCATIONS ON THE FEATURE MAP, SO THAT THE FEATURES OF SMALL SHIP TARGETS ARE MORE PROMINENT AND EASIER TO IDENTIFY. MOREOVER, FEATURE SUPER-RESOLUTION TECHNOLOGY IS INTRODUCED FOR THE REGION OF INTEREST (ROI) FEATURES OF SMALL SHIPS TO GENERATE SUPER-RESOLUTION FEATURE REPRESENTATIONS WITH A SMALL COMPUTATIONAL COST, AS WELL AS GENERATIVE ADVERSARIAL TRAINING TO IMPROVE THE REALISM OF SUPER-RESOLUTION FEATURES. BASED ON THE SUPER-RESOLUTION FEATURE, SHIP PROPOSALS ARE FURTHER CLASSIFIED AND REGRESSED BY USING SUPER-RESOLUTION FEATURES TO OBTAIN MORE ACCURATE DETECTION RESULTS. DETAILED ABLATION AND COMPARISON EXPERIMENTS DEMONSTRATE THE EFFECTIVENESS OF THE PROPOSED METHOD.",NA,NA,NA,0,NA
"10.3390/rs14153731",2022,"WANG W;ZHANG X;SUN W;HUANG M;MONTH = J","A NOVEL METHOD OF SHIP DETECTION UNDER CLOUD INTERFERENCE FOR OPTICAL REMOTE SENSING IMAGES","REMOTE SENSING","IN THIS PAPER, WE PROPOSE A NOVEL METHOD DEVELOPED FOR DETECTING INCOMPLETE SHIP TARGETS UNDER CLOUD INTERFERENCE AND LOW-CONTRAST SHIP TARGETS IN THIN FOG BASED ON SUPERPIXEL SEGMENTATION, AND OUTLINE ITS APPLICATION TO OPTICAL REMOTE SENSING IMAGES. THE DETECTION OF SHIP TARGETS OFTEN REQUIRES THE TARGET TO BE COMPLETE, AND THE OVERALL FEATURES OF THE SHIP ARE USED FOR DETECTION AND RECOGNITION. WHEN THE SHIP TARGET IS OBSCURED BY CLOUDS, OR THE CONTRAST BETWEEN THE SHIP TARGET AND THE SEA-CLUTTER BACKGROUND IS LOW, THERE MAY BE INCOMPLETE TARGETS, WHICH REDUCE THE EFFECTIVENESS OF RECOGNITION. HERE, WE PROPOSE A NEW METHOD COMBINING CONSTANT FALSE ALARM RATE (CFAR) AND SUPERPIXEL SEGMENTATION WITH FEATURE POINTS (SFCFAR) TO SOLVE THE ABOVE PROBLEMS. OUR NEWLY DEVELOPED SFCFAR UTILIZES SUPERPIXEL SEGMENTATION TO DIVIDE LARGE SCENES INTO MANY SMALL REGIONS WHICH INCLUDE TARGET REGIONS AND BACKGROUND REGIONS. IN REMOTE SENSING IMAGES, THE TARGET OCCUPIES A SMALL PROPORTION OF PIXELS IN THE ENTIRE IMAGE. IN OUR METHOD, WE USE SUPERPIXEL SEGMENTATION TO DIVIDE REMOTE SENSING IMAGES INTO MEANINGFUL BLOCKS. THE TARGET REGIONS ARE IDENTIFIED USING THE CHARACTERISTICS OF CLUSTERS OF SHIP TEXTURE FEATURES AND THE TEXTURE DIFFERENCES BETWEEN THE TARGET AND BACKGROUND REGIONS. THIS STEP NOT ONLY DETECTS THE SHIP TARGET QUICKLY, BUT ALSO DETECTS SHIPS WITH LOW CONTRAST AND UNDER CLOUD COVER. IN OPTICAL REMOTE SENSING, SHIPS AT SEA UNDER THIN CLOUDS ARE NOT COMMON IN PRACTICE, AND THE SAMPLE SIZE GENERATED IS RELATIVELY SMALL, SO THIS PROBLEM IS NOT APPLICABLE TO DEEP LEARNING ALGORITHMS FOR TRAINING, WHILE THE SFCFAR ALGORITHM DOES NOT REQUIRE DATA TRAINING TO COMPLETE THE DETECTION TASK. EXPERIMENTS SHOW THAT THE PROPOSED SFCFAR ALGORITHM ENHANCES THE DETECTION OF OBSCURED SHIP TARGETS UNDER CLOUDS AND LOW-CONTRAST TARGETS IN THIN FOG, COMPARED WITH TRADITIONAL TARGET DETECTION METHODS AND AS DEEP LEARNING ALGORITHMS, FURTHER COMPLEMENTING EXISTING SHIP DETECTION METHODS.",NA,NA,NA,0,NA
"10.3390/rs14174383",2022,"JIAN L;PU Z;ZHU L;YAO T;LIANG X;MONTH = J","SS R-CNN: SELF-SUPERVISED LEARNING IMPROVING MASK R-CNN FOR SHIP DETECTION IN REMOTE SENSING IMAGES","REMOTE SENSING","DUE TO THE COST OF ACQUIRING AND LABELING REMOTE SENSING IMAGES, ONLY A LIMITED NUMBER OF IMAGES WITH THE TARGET OBJECTS ARE OBTAINED AND LABELED IN SOME PRACTICAL APPLICATIONS, WHICH SEVERELY LIMITS THE GENERALIZATION CAPABILITY OF TYPICAL DEEP LEARNING NETWORKS. SELF-SUPERVISED LEARNING CAN LEARN THE INHERENT FEATURE REPRESENTATIONS OF UNLABELED INSTANCES AND IS A PROMISING TECHNIQUE FOR MARINE SHIP DETECTION. IN THIS WORK, WE DESIGN A MORE-WAY CUTPASTE SELF-SUPERVISED TASK TO TRAIN A FEATURE REPRESENTATION NETWORK USING CLEAN MARINE SURFACE IMAGES WITH NO SHIPS, BASED ON WHICH A TWO-STAGE OBJECT DETECTION MODEL USING MASK R-CNN IS IMPROVED TO DETECT MARINE SHIPS. EXPERIMENTAL RESULTS SHOW THAT WITH A LIMITED NUMBER OF LABELED REMOTE SENSING IMAGES, THE DESIGNED MODEL ACHIEVES BETTER DETECTION PERFORMANCE THAN SUPERVISED BASELINE METHODS IN TERMS OF MAP. PARTICULARLY, THE DETECTION ACCURACY FOR SMALL-SIZED MARINE SHIPS IS EVIDENTLY IMPROVED.",NA,NA,NA,0,NA
"10.3390/rs14194749",2022,"ZHANG J;HUANG R;LI Y;PAN B","ORIENTED SHIP DETECTION BASED ON INTERSECTING CIRCLE AND DEFORMABLE ROI IN REMOTE SENSING IMAGES","REMOTE SENSING","SHIP DETECTION IS AN IMPORTANT TOPIC IN THE TASK OF UNDERSTANDING REMOTE SENSING IMAGES. ONE OF THE CHALLENGES FOR SHIP DETECTION IS THE LARGE LENGTH-WIDTH RATIO OF SHIPS, WHICH MAY WEAKEN THE FEATURE EXTRACTION ABILITY. SIMULTANEOUSLY, SHIPS INCLINING IN ANY DIRECTION IS ALSO A CHALLENGE FOR SHIP DETECTION IN REMOTE SENSING IMAGES. IN THIS PAPER, A NOVEL ORIENTED SHIP DETECTION METHOD IS PROPOSED BASED ON AN INTERSECTING CIRCLE AND DEFORMABLE REGION OF INTEREST (OSCD-NET), WHICH AIMS AT DESCRIBING THE CHARACTERISTICS OF A LARGE LENGTH-WIDTH RATIO AND ARBITRARY DIRECTION. OSCD-NET IS COMPOSED OF TWO MODULES: AN INTERSECTING CIRCLE ROTATED DETECTION HEAD (ICR-HEAD) AND A DEFORMABLE REGION OF INTEREST (DROI). THE ICR-HEAD DETECTS A HORIZONTAL BOUNDING BOX AND AN INTERSECTING CIRCLE TO OBTAIN AN ORIENTED BOUNDING BOX. DROI PERFORMS THREE ROIALIGN WITH DIFFERENT POOLED SIZES FOR EACH FEATURE CANDIDATE REGION. IN ADDITION, THE DROI MODULE USES TRANSFORMATION AND DEFORMATION OPERATIONS TO PAY ATTENTION TO SHIP FEATURE INFORMATION AND ALIGN FEATURE SHAPES. OSCD-NET SHOWS PROMISING PERFORMANCE ON PUBLIC REMOTE SENSING IMAGE DATASETS.","ARTICLE",NA,"DEEP LEARNING; OBJECT DETECTION; ORIENTED BOUNDING BOX; SHIP DETECTION; REMOTE SENSING IMAGE",7,"ENVIRONMENTAL SCIENCES & ECOLOGY; GEOLOGY; REMOTE SENSING; IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
"10.3390/rs14194749",2022,"ZHANG J;HUANG R;LI Y;PAN B","ORIENTED SHIP DETECTION BASED ON INTERSECTING CIRCLE AND DEFORMABLE ROI IN REMOTE SENSING IMAGES","REMOTE SENSING","SHIP DETECTION IS AN IMPORTANT TOPIC IN THE TASK OF UNDERSTANDING REMOTE SENSING IMAGES. ONE OF THE CHALLENGES FOR SHIP DETECTION IS THE LARGE LENGTH–WIDTH RATIO OF SHIPS, WHICH MAY WEAKEN THE FEATURE EXTRACTION ABILITY. SIMULTANEOUSLY, SHIPS INCLINING IN ANY DIRECTION IS ALSO A CHALLENGE FOR SHIP DETECTION IN REMOTE SENSING IMAGES. IN THIS PAPER, A NOVEL ORIENTED SHIP DETECTION METHOD IS PROPOSED BASED ON AN INTERSECTING CIRCLE AND DEFORMABLE REGION OF INTEREST (OSCD-NET), WHICH AIMS AT DESCRIBING THE CHARACTERISTICS OF A LARGE LENGTH–WIDTH RATIO AND ARBITRARY DIRECTION. OSCD-NET IS COMPOSED OF TWO MODULES: AN INTERSECTING CIRCLE ROTATED DETECTION HEAD (ICR-HEAD) AND A DEFORMABLE REGION OF INTEREST (DROI). THE ICR-HEAD DETECTS A HORIZONTAL BOUNDING BOX AND AN INTERSECTING CIRCLE TO OBTAIN AN ORIENTED BOUNDING BOX. DROI PERFORMS THREE ROIALIGN WITH DIFFERENT POOLED SIZES FOR EACH FEATURE CANDIDATE REGION. IN ADDITION, THE DROI MODULE USES TRANSFORMATION AND DEFORMATION OPERATIONS TO PAY ATTENTION TO SHIP FEATURE INFORMATION AND ALIGN FEATURE SHAPES. OSCD-NET SHOWS PROMISING PERFORMANCE ON PUBLIC REMOTE SENSING IMAGE DATASETS. © 2022 BY THE AUTHORS.","ARTICLE",NA,"DEEP LEARNING; OBJECT DETECTION; ORIENTED BOUNDING BOX; REMOTE SENSING IMAGE; SHIP DETECTION",9,NA
"10.3390/rs14194749",2022,"ZHANG J;HUANG R;LI Y;PAN B;MONTH = J","ORIENTED SHIP DETECTION BASED ON INTERSECTING CIRCLE AND DEFORMABLE ROI IN REMOTE SENSING IMAGES","REMOTE SENSING","SHIP DETECTION IS AN IMPORTANT TOPIC IN THE TASK OF UNDERSTANDING REMOTE SENSING IMAGES. ONE OF THE CHALLENGES FOR SHIP DETECTION IS THE LARGE LENGTH–WIDTH RATIO OF SHIPS, WHICH MAY WEAKEN THE FEATURE EXTRACTION ABILITY. SIMULTANEOUSLY, SHIPS INCLINING IN ANY DIRECTION IS ALSO A CHALLENGE FOR SHIP DETECTION IN REMOTE SENSING IMAGES. IN THIS PAPER, A NOVEL ORIENTED SHIP DETECTION METHOD IS PROPOSED BASED ON AN INTERSECTING CIRCLE AND DEFORMABLE REGION OF INTEREST (OSCD-NET), WHICH AIMS AT DESCRIBING THE CHARACTERISTICS OF A LARGE LENGTH–WIDTH RATIO AND ARBITRARY DIRECTION. OSCD-NET IS COMPOSED OF TWO MODULES: AN INTERSECTING CIRCLE ROTATED DETECTION HEAD (ICR-HEAD) AND A DEFORMABLE REGION OF INTEREST (DROI). THE ICR-HEAD DETECTS A HORIZONTAL BOUNDING BOX AND AN INTERSECTING CIRCLE TO OBTAIN AN ORIENTED BOUNDING BOX. DROI PERFORMS THREE ROIALIGN WITH DIFFERENT POOLED SIZES FOR EACH FEATURE CANDIDATE REGION. IN ADDITION, THE DROI MODULE USES TRANSFORMATION AND DEFORMATION OPERATIONS TO PAY ATTENTION TO SHIP FEATURE INFORMATION AND ALIGN FEATURE SHAPES. OSCD-NET SHOWS PROMISING PERFORMANCE ON PUBLIC REMOTE SENSING IMAGE DATASETS.",NA,NA,NA,0,NA
"10.3390/rs14195048",2022,"LI J;LI Z;CHEN M;WANG Y;LUO Q;MONTH = J","A NEW SHIP DETECTION ALGORITHM IN OPTICAL REMOTE SENSING IMAGES BASED ON IMPROVED R3DET","REMOTE SENSING","THE TASK OF SHIP TARGET DETECTION BASED ON REMOTE SENSING IMAGES HAS ATTRACTED MORE AND MORE ATTENTION BECAUSE OF ITS IMPORTANT VALUE IN CIVIL AND MILITARY FIELDS. TO SOLVE THE PROBLEM OF LOW ACCURACY IN SHIP TARGET DETECTION IN OPTICAL REMOTE SENSING SHIP IMAGES DUE TO COMPLEX SCENES AND LARGE-TARGET-SCALE DIFFERENCES, AN IMPROVED R3DET ALGORITHM IS PROPOSED IN THIS PAPER. ON THE BASIS OF R3DET, A FEATURE PYRAMID NETWORK (FPN) STRUCTURE IS REPLACED BY A SEARCH ARCHITECTURE-BASED FEATURE PYRAMID NETWORK (NAS FPN) SO THAT THE NETWORK CAN ADAPTIVELY LEARN AND SELECT THE FEATURE COMBINATION UPDATE AND ENRICH THE MULTISCALE FEATURE INFORMATION. AFTER THE FEATURE EXTRACTION NETWORK, A SHALLOW FEATURE IS ADDED TO THE CONTEXT INFORMATION ENHANCEMENT (COT) MODULE TO SUPPLEMENT THE SMALL TARGET SEMANTIC INFORMATION. AN EFFICIENT CHANNEL ATTENTION (ECA) MODULE IS ADDED TO MAKE THE NETWORK GATHER IN THE TARGET AREA. THE IMPROVED ALGORITHM IS APPLIED TO THE SHIP DATA IN THE REMOTE SENSING IMAGE DATA SET FAIR1M. THE EFFECTIVENESS OF THE IMPROVED MODEL IN A COMPLEX ENVIRONMENT AND FOR SMALL TARGET DETECTION IS VERIFIED THROUGH COMPARISON EXPERIMENTS WITH R3DET AND OTHER MODELS.",NA,NA,NA,0,NA
"10.3390/rs14215460",2022,"CHEN W;HAN B;YANG Z;GAO X;MONTH = J","MSSDET: MULTI-SCALE SHIP-DETECTION FRAMEWORK IN OPTICAL REMOTE-SENSING IMAGES AND NEW BENCHMARK","REMOTE SENSING","SHIPS COMPRISE THE ONLY AND MOST IMPORTANT OCEAN TRANSPORTATION MODE. THUS, SHIP DETECTION IS ONE OF THE MOST CRITICAL TECHNOLOGIES IN SHIP MONITORING, WHICH PLAYS AN ESSENTIAL ROLE IN MAINTAINING MARINE SAFETY. OPTICAL REMOTE-SENSING IMAGES CONTAIN RICH COLOR AND TEXTURE INFORMATION, WHICH IS BENEFICIAL TO SHIP DETECTION. HOWEVER, FEW OPTICAL REMOTE-SENSING DATASETS ARE OPEN PUBLICLY DUE TO THE ISSUE OF SENSITIVE DATA AND COPYRIGHTS, AND ONLY THE HRSC2016 DATASET IS BUILT FOR THE SHIP-DETECTION TASK. MOREOVER, ALMOST ALL GENERAL OBJECT DETECTORS SUFFER FROM THE FAILURE OF MULTI-SCALE SHIP DETECTION BECAUSE OF THE DIVERSITY OF SPATIAL RESOLUTION AND SHIP SIZE. IN THIS PAPER, WE RE-ANNOTATE THE HRSC2016 DATASET AND SUPPLEMENT 610 OPTICAL REMOTE-SENSING IMAGES TO BUILD A NEW OPEN SOURCE SHIP-DETECTION BENCHMARK DATASET WITH RICH MULTI-SCALE SHIP OBJECTS NAMED THE HRSC2016-MS DATASET. IN ADDITION, WE FURTHER EXPLORE THE POTENTIAL OF A RECURSIVE MECHANISM IN THE FIELD OF OBJECT DETECTION AND PROPOSE A NOVEL MULTI-SCALE SHIP-DETECTION FRAMEWORK (MSSDET) IN OPTICAL REMOTE-SENSING IMAGES. THE SUCCESS OF DETECTING MULTI-SCALE OBJECTS DEPENDS ON THE HIERARCHICAL PYRAMID STRUCTURE IN THE OBJECT-DETECTION FRAMEWORK. HOWEVER, THE INHERENT SEMANTIC AND SPATIAL GAPS AMONG HIERARCHICAL PYRAMID LEVELS SERIOUSLY AFFECT DETECTION PERFORMANCE. TO ALLEVIATE THIS PROBLEM, WE PROPOSE A JOINT RECURSIVE FEATURE PYRAMID (JRFP), WHICH CAN GENERATE SEMANTICALLY STRONG AND SPATIALLY REFINED MULTI-SCALE FEATURES. EXTENSIVE EXPERIMENTS WERE CONDUCTED ON THE HRSC2016-MS, HRSC2016, AND DIOR DATASETS. DETAILED ABLATION STUDIES DIRECTLY DEMONSTRATED THE EFFECTIVENESS OF THE PROPOSED JRFP ARCHITECTURE AND ALSO SHOWED THAT THE PROPOSED METHOD HAS EXCELLENT GENERALIZABILITY. COMPARISONS WITH STATE-OF-THE-ART METHODS SHOWED THAT THE PROPOSED METHOD ACHIEVES COMPETITIVE PERFORMANCE, I.E., 77.3\%, 95.8\%, AND 73.3\% MEAN AVERAGE PRECISION ACCURACY ON THE HRSC2016-MS, HRSC2016, AND DIOR DATASETS, RESPECTIVELY.",NA,NA,NA,0,NA
"10.3390/rs14236017",2022,"SAVELONAS M;VEINIDIS C;BARTSOKAS T;MONTH = J","COMPUTER VISION AND PATTERN RECOGNITION FOR THE ANALYSIS OF 2D/3D REMOTE SENSING DATA IN GEOSCIENCE: A SURVEY","REMOTE SENSING","HISTORICALLY, GEOSCIENCE HAS BEEN A PROMINENT DOMAIN FOR APPLICATIONS OF COMPUTER VISION AND PATTERN RECOGNITION. THE NUMEROUS CHALLENGES ASSOCIATED WITH GEOSCIENCE-RELATED IMAGING DATA, WHICH INCLUDE POOR IMAGING QUALITY, NOISE, MISSING VALUES, LACK OF PRECISE BOUNDARIES DEFINING VARIOUS GEOSCIENCE OBJECTS AND PROCESSES, AS WELL AS NON-STATIONARITY IN SPACE AND/OR TIME, PROVIDE AN IDEAL TEST BED FOR ADVANCED COMPUTER VISION TECHNIQUES. ON THE OTHER HAND, THE DEVELOPMENTS IN PATTERN RECOGNITION, ESPECIALLY WITH THE RAPID EVOLUTION OF POWERFUL GRAPHICAL PROCESSING UNITS (GPUS) AND THE SUBSEQUENT DEEP LEARNING BREAKTHROUGH, ENABLE VALUABLE COMPUTATIONAL TOOLS, WHICH CAN AID GEOSCIENTISTS IN IMPORTANT PROBLEMS, SUCH AS LAND COVER MAPPING, TARGET DETECTION, PATTERN MINING IN IMAGING DATA, BOUNDARY EXTRACTION AND CHANGE DETECTION. IN THIS LANDSCAPE, CLASSICAL COMPUTER VISION APPROACHES, SUCH AS ACTIVE CONTOURS, SUPERPIXELS, OR DESCRIPTOR-GUIDED CLASSIFICATION, PROVIDE ALTERNATIVES THAT REMAIN RELEVANT WHEN DOMAIN EXPERT LABELLING OF LARGE SAMPLE COLLECTIONS IS OFTEN NOT FEASIBLE. THIS ISSUE PERSISTS, DESPITE EFFORTS FOR THE STANDARDIZATION OF GEOSCIENCE DATASETS, SUCH AS MICROSOFT’S EFFORT FOR AI ON EARTH, OR GOOGLE EARTH. THIS WORK COVERS DEVELOPMENTS IN APPLICATIONS OF COMPUTER VISION AND PATTERN RECOGNITION ON GEOSCIENCE-RELATED IMAGING DATA, FOLLOWING BOTH PRE-DEEP LEARNING AND POST-DEEP LEARNING PARADIGMS. VARIOUS IMAGING MODALITIES ARE ADDRESSED, INCLUDING: MULTISPECTRAL IMAGES, HYPERSPECTRAL IMAGES (HSIS), SYNTHETIC APERTURE RADAR (SAR) IMAGES, POINT CLOUDS OBTAINED FROM LIGHT DETECTION AND RANGING (LIDAR) SENSORS OR DIGITAL ELEVATION MODELS (DEMS).",NA,NA,NA,0,NA
